BATHRM	ROOMS
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
2	4
1	2
1	3
1	3
1	3
1	3
2	4
2	4
1	4
2	4
1	2
1	3
1	3
1	4
1	4
2	4
2	4
1	2
1	4
1	4
1	2
1	3
1	3
1	4
1	4
2	4
2	4
1	4
1	4
1	3
1	3
2	4
1	3
2	4
2	5
1	5
2	5
2	5
3	5
3	5
3	6
3	6
3	5
3	5
3	5
3	5
2	4
3	5
2	4
3	5
2	5
2	5
3	5
3	5
3	5
3	5
3	5
3	5
2	5
2	5
1	3
1	4
1	4
1	3
1	4
1	3
1	4
1	4
1	3
1	4
1	3
1	4
1	4
1	3
1	3
1	3
1	4
1	4
1	3
1	4
1	4
2	4
2	4
2	4
2	4
2	5
2	4
3	5
3	5
2	4
2	5
2	4
2	4
2	4
2	5
1	3
2	4
2	4
2	4
2	4
1	4
1	3
1	4
1	3
2	5
2	4
2	5
2	5
2	5
2	5
1	4
1	5
2	4
1	3
1	3
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	3
2	4
1	3
2	6
1	3
1	3
2	4
2	4
1	3
2	5
2	4
2	4
2	4
1	3
2	5
2	4
1	3
1	3
1	3
1	4
2	5
2	5
1	4
1	3
1	4
1	3
1	4
1	4
1	4
1	4
1	4
1	4
1	3
1	5
1	3
1	4
2	6
2	6
1	4
1	3
1	4
1	4
1	4
1	3
2	6
1	3
1	3
1	4
1	4
1	4
3	4
2	5
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	5
2	5
2	5
2	5
3	5
3	5
2	5
2	5
2	5
2	5
2	5
2	4
2	4
2	4
2	4
2	5
2	5
1	5
2	5
2	5
2	5
1	5
2	4
2	4
2	5
2	4
3	4
3	5
2	4
2	4
2	4
2	4
2	6
2	4
3	5
3	5
3	5
3	5
2	4
2	4
2	4
1	4
2	4
2	4
2	4
2	4
2	4
2	4
3	6
2	5
2	6
2	6
3	6
1	4
2	5
2	4
2	5
2	5
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
2	3
1	2
1	3
1	3
1	3
1	2
1	2
1	3
1	3
1	2
1	3
1	4
1	3
1	3
1	3
1	3
1	2
1	2
1	3
1	3
1	2
1	3
1	4
1	3
1	3
1	3
1	3
1	2
1	2
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	2
1	3
1	3
2	4
2	4
2	4
2	4
3	5
3	5
2	5
2	5
3	5
3	5
1	3
2	5
2	5
2	4
2	4
2	4
3	6
2	4
2	4
1	5
2	4
3	5
2	4
2	5
2	5
3	6
3	6
2	4
1	3
1	3
1	3
1	3
1	3
2	4
1	3
1	3
1	3
1	3
2	4
1	3
1	4
1	3
1	3
2	4
1	3
1	4
1	3
1	3
1	3
1	3
2	4
2	4
2	4
1	3
2	4
1	3
2	4
2	4
2	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	5
1	3
1	4
2	6
2	6
1	4
1	3
1	4
1	4
1	4
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	2
1	3
1	4
1	3
1	3
1	2
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	2
1	3
1	4
1	3
1	3
1	2
1	3
1	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
3	5
2	4
2	4
2	4
2	4
1	3
1	3
2	4
1	3
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	2
2	5
2	6
2	6
2	4
2	3
2	3
2	4
2	4
3	5
2	5
2	5
1	4
1	4
2	5
2	5
2	5
2	5
2	5
2	7
2	5
1	4
2	4
3	5
1	4
2	4
3	5
3	5
3	5
3	6
2	5
2	3
2	4
1	4
2	5
1	5
2	5
2	5
1	4
2	5
2	5
1	5
2	5
2	5
1	4
2	5
2	5
1	5
2	5
2	5
1	4
2	5
2	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	3
2	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
2	4
1	3
1	4
1	3
1	4
1	3
2	3
1	2
1	3
1	3
1	3
1	3
2	3
1	4
1	3
1	3
1	2
1	3
1	2
1	2
1	3
1	3
1	2
1	2
2	2
1	5
1	5
1	5
1	5
1	5
1	5
1	3
1	3
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
3	6
1	3
1	3
1	3
1	4
1	3
1	4
1	3
1	3
2	6
2	6
2	5
2	6
2	6
2	5
2	5
2	6
2	5
2	6
2	6
2	6
2	6
2	6
2	5
2	6
2	6
2	5
2	6
2	6
2	5
2	6
2	6
2	5
2	6
2	6
2	5
2	6
1	3
1	3
1	3
2	4
2	4
2	5
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
1	3
1	3
1	3
2	4
2	4
2	4
2	4
2	4
2	4
1	3
2	4
2	4
2	4
2	4
2	6
2	6
2	4
1	3
2	5
1	4
3	5
3	5
1	4
1	5
1	5
1	5
1	2
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	4
1	3
1	3
1	4
1	3
1	3
1	4
2	4
1	3
1	4
1	3
1	3
1	4
2	4
1	3
1	4
1	3
1	3
1	4
2	4
1	3
2	6
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
2	5
2	5
2	6
1	3
2	5
2	4
2	5
2	5
3	5
3	5
3	5
3	5
3	5
2	5
2	5
3	5
3	5
3	5
3	5
1	3
2	4
2	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	5
2	5
1	3
1	4
2	5
1	3
2	6
2	6
2	5
2	6
2	4
1	4
1	4
1	4
1	2
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	4
2	4
2	4
2	5
2	5
2	5
2	5
2	5
2	4
2	4
2	4
2	4
3	5
1	3
3	5
1	3
1	4
1	3
1	3
1	3
2	4
1	3
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
2	4
1	2
1	2
1	2
1	2
1	3
1	3
1	4
1	3
1	3
1	3
2	4
1	3
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	2
1	3
1	3
1	3
1	3
1	3
2	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	3
2	5
2	4
2	4
2	3
1	4
2	6
2	4
1	4
2	6
2	6
2	6
2	6
2	6
2	4
1	5
2	4
2	6
1	4
1	4
1	3
1	2
2	4
1	4
1	4
2	4
2	4
2	4
2	5
2	4
2	4
2	4
2	5
2	4
1	3
1	3
1	3
2	4
2	4
2	4
2	4
2	4
2	4
2	4
1	3
2	4
2	4
1	3
1	4
1	2
1	2
1	4
1	4
1	4
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	5
2	5
2	4
1	4
2	4
1	4
1	3
2	4
2	4
2	4
1	3
1	4
2	4
2	4
2	4
1	4
2	4
1	4
1	3
2	4
2	4
1	4
2	4
2	4
2	4
1	4
2	4
1	4
1	4
1	3
2	4
2	6
1	4
1	4
1	2
1	2
1	2
1	2
1	3
1	2
1	3
2	4
1	4
2	4
1	3
2	4
1	3
2	4
2	4
2	4
1	4
1	4
1	4
1	4
1	3
2	4
2	4
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
3	5
2	4
2	4
1	3
1	2
2	4
1	3
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	4
1	3
1	4
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	3
2	4
2	4
2	4
2	4
3	5
2	5
2	5
2	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	3
1	4
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	5
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
2	4
2	4
2	4
2	4
2	4
2	4
2	5
1	3
1	3
1	3
2	4
2	4
2	4
1	3
1	4
1	3
1	3
1	3
1	3
1	4
1	4
1	2
1	3
1	3
1	3
1	3
2	4
1	3
1	3
1	3
1	3
2	4
2	4
1	3
2	4
2	4
2	5
2	5
1	3
1	3
1	3
1	3
1	3
2	4
1	3
2	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	4
2	4
1	3
1	4
1	4
1	3
1	3
1	4
1	3
1	3
1	4
1	4
1	3
1	4
1	3
2	5
2	5
2	5
2	5
2	5
2	5
3	8
1	5
1	5
1	5
1	5
1	5
1	5
1	5
1	3
1	3
2	5
1	3
1	3
1	1
1	3
1	4
1	3
1	4
1	3
1	1
1	3
1	3
1	3
1	1
1	5
1	3
1	3
1	3
1	3
1	1
1	4
1	3
1	4
1	3
1	1
1	3
1	3
1	3
1	1
1	1
1	5
1	3
1	3
1	3
1	3
1	1
1	4
1	4
1	4
1	3
1	4
1	4
1	4
1	4
1	4
1	3
1	4
1	4
1	4
2	4
2	4
1	3
1	4
1	4
1	4
2	4
2	4
1	3
1	4
1	4
1	4
2	4
2	5
1	4
1	4
1	4
1	4
2	4
2	4
2	5
2	5
3	5
3	5
3	5
3	4
2	4
2	4
2	4
2	4
3	5
3	5
2	4
2	4
3	6
3	5
3	5
2	7
2	5
2	4
2	4
3	6
2	4
2	5
1	3
2	5
2	4
2	4
2	4
2	4
2	4
2	4
2	6
2	5
3	5
3	5
3	5
3	5
2	4
2	5
2	4
2	5
2	4
2	5
2	4
2	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	4
2	5
2	4
1	3
2	5
1	3
2	4
2	4
2	4
1	3
2	4
2	4
2	4
3	5
2	4
2	4
2	4
2	4
2	4
3	6
3	6
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	2
2	7
3	6
2	6
1	4
1	3
2	5
1	3
1	3
1	3
1	3
1	3
1	2
2	4
2	4
2	4
1	3
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
3	5
3	5
2	4
2	4
2	4
2	4
3	5
3	6
2	4
2	4
2	4
2	4
1	3
2	4
1	3
2	4
1	3
2	4
2	4
2	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	4
1	5
3	6
2	5
2	5
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	5
2	5
2	5
2	4
2	5
2	4
2	5
2	4
2	5
2	5
2	6
2	4
2	5
2	5
2	5
2	5
2	5
2	4
2	5
1	2
2	3
1	4
1	4
2	5
2	5
2	5
2	5
2	5
2	5
2	4
2	5
2	4
2	5
2	5
1	4
1	4
1	4
1	4
1	4
1	4
1	3
1	3
1	4
1	4
1	3
1	3
1	3
1	3
1	4
1	4
1	3
1	3
1	3
1	3
1	4
1	4
1	4
1	3
1	3
1	3
2	4
1	3
1	3
1	3
2	4
1	3
1	3
1	3
2	5
2	5
3	6
2	5
2	5
2	5
1	3
1	3
2	4
1	3
1	3
1	3
2	4
2	4
1	3
1	3
1	3
1	4
2	4
1	3
1	3
1	3
1	4
2	4
1	3
1	3
1	3
1	4
1	3
1	4
1	4
1	4
1	4
2	5
1	2
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
2	4
1	4
1	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
3	5
3	5
2	4
2	4
2	4
2	5
2	4
2	4
2	5
1	3
1	5
2	5
2	6
2	4
2	4
3	5
2	4
2	4
1	3
1	3
1	3
1	3
1	3
1	3
2	5
2	5
2	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	5
2	5
2	5
2	5
2	3
2	3
2	3
1	4
1	5
1	4
2	4
1	3
2	4
2	4
2	4
2	4
2	4
1	3
1	4
1	4
1	4
2	4
1	3
1	3
2	4
2	4
2	4
2	4
1	3
1	3
2	4
2	4
1	3
1	3
2	4
2	4
2	4
2	4
1	3
1	3
1	3
1	4
1	4
1	4
1	4
1	4
1	4
2	3
1	3
2	5
2	3
2	5
2	5
2	5
2	5
2	5
2	5
2	5
1	3
2	4
1	4
2	4
2	5
2	4
2	4
2	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	4
1	3
1	3
1	3
1	3
3	5
3	5
2	4
2	4
2	4
2	4
2	4
2	4
2	4
1	4
1	5
1	5
1	4
1	4
1	4
1	3
1	3
2	4
2	4
2	4
1	4
2	5
2	6
2	4
2	4
1	3
1	4
1	2
1	2
1	3
2	5
2	4
1	3
1	3
1	3
1	4
2	5
2	4
1	3
1	4
1	3
1	4
2	5
2	5
1	4
1	4
2	4
1	3
1	3
2	4
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	3
2	5
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
1	5
1	4
1	3
1	4
2	4
1	3
1	4
2	4
1	3
1	4
2	4
1	3
1	4
2	4
2	4
1	3
1	3
1	3
2	4
2	4
1	3
1	3
2	4
2	4
2	4
1	1
1	1
2	4
2	4
2	4
1	3
1	4
1	3
2	5
2	5
2	5
2	5
1	4
2	5
2	7
1	3
1	3
1	3
2	3
2	5
2	5
2	5
2	5
2	4
2	4
1	2
1	3
1	4
1	2
1	4
1	4
1	3
1	4
1	3
1	3
1	3
1	4
2	5
2	5
2	5
3	6
2	4
2	4
2	4
3	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	6
1	4
1	4
1	3
1	4
3	5
3	5
3	7
3	7
1	4
2	5
2	5
2	5
2	4
2	4
2	4
1	3
2	5
2	5
2	5
2	5
2	4
3	5
2	5
2	5
2	5
2	5
2	4
2	4
2	4
3	5
3	5
2	4
2	4
3	6
3	6
2	5
1	3
1	3
1	3
2	5
1	3
1	5
1	5
1	4
1	5
1	5
1	5
1	5
1	5
2	5
2	5
2	5
2	5
3	6
3	6
3	5
3	5
2	4
2	4
2	4
2	4
2	5
2	5
2	4
2	4
3	5
3	5
3	6
3	6
3	5
3	5
1	2
1	1
1	1
1	2
1	2
1	2
1	2
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
3	5
2	4
4	6
3	5
2	5
2	5
2	6
2	6
2	6
2	6
2	5
2	5
2	6
1	3
2	5
2	5
2	6
1	3
2	5
2	4
2	5
2	5
2	5
2	5
1	4
1	4
2	4
1	3
1	3
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	3
2	4
1	3
2	6
1	3
2	5
2	5
2	6
1	3
2	5
2	4
2	5
2	5
2	5
1	4
1	4
1	3
1	4
2	6
2	6
1	4
1	3
1	4
1	4
1	4
1	3
2	6
1	3
1	3
1	4
1	4
1	4
1	3
1	4
2	6
2	6
1	4
1	3
1	4
1	4
1	4
1	3
1	3
1	3
1	4
1	5
1	5
1	4
1	3
1	4
1	4
2	4
2	4
2	4
1	2
2	4
3	4
2	4
2	4
2	4
2	4
3	6
3	5
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	2
2	2
2	2
2	5
2	5
2	4
2	4
2	4
2	5
2	5
2	5
2	5
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	5
2	5
2	5
2	4
3	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	4
1	4
1	3
1	4
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
1	3
1	2
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	4
1	3
1	2
1	3
1	4
2	4
2	4
2	4
2	4
2	4
1	3
1	3
1	3
1	3
1	2
1	3
1	3
1	3
1	3
1	3
1	3
2	4
1	3
1	3
1	5
1	3
1	4
2	4
1	3
1	3
1	2
1	3
1	3
1	3
1	4
1	3
1	4
2	4
1	3
1	3
1	2
1	3
1	3
1	3
1	4
1	3
2	4
1	3
2	4
2	4
2	4
1	3
2	4
2	4
2	5
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
1	4
2	4
2	6
1	3
2	6
1	4
1	5
2	6
3	5
3	5
3	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	2
1	3
1	2
1	3
1	2
2	4
2	4
2	4
2	4
2	4
2	4
2	5
3	5
3	5
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	6
2	6
1	4
1	4
1	5
1	4
1	4
1	4
1	4
1	4
1	3
1	4
2	4
1	4
1	4
1	4
1	3
1	3
1	3
1	3
2	4
2	4
2	4
2	4
1	4
1	3
2	5
2	5
2	4
2	4
2	6
2	6
1	4
1	3
2	5
1	4
1	3
1	2
1	4
1	4
1	2
1	3
2	5
2	4
1	4
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	4
1	3
2	4
1	3
1	4
1	3
2	4
2	4
2	4
1	3
1	3
1	5
1	3
1	3
2	4
1	4
2	4
2	4
1	4
1	4
1	2
1	3
1	5
1	3
1	5
1	3
1	3
2	4
2	4
3	5
2	4
2	4
2	4
2	4
2	5
2	5
1	5
2	5
2	5
2	5
2	6
2	6
2	5
2	5
2	6
1	4
1	3
1	3
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	2
1	2
1	3
1	3
1	3
1	3
1	3
1	4
1	4
2	4
2	5
1	4
1	4
1	4
1	4
1	4
1	5
1	4
2	5
2	5
1	4
1	4
2	4
1	4
1	5
1	5
1	4
2	4
2	4
1	4
1	4
1	4
1	4
1	4
1	4
1	4
2	4
2	4
2	4
2	4
1	4
2	6
2	6
2	5
2	5
2	5
2	5
2	6
2	6
1	4
2	4
2	4
2	4
1	4
2	6
1	4
1	4
2	7
2	7
2	6
2	6
1	4
1	4
2	6
1	4
2	4
1	4
1	4
2	5
2	5
2	5
2	5
1	5
2	5
2	5
2	5
2	5
1	4
1	4
2	4
2	4
1	4
1	4
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
2	4
1	4
2	3
1	3
2	4
2	4
1	4
1	4
1	4
1	4
1	5
1	4
1	4
1	4
1	4
1	4
1	4
1	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
3	5
3	5
3	5
3	5
3	5
3	5
1	4
1	3
1	4
1	4
2	4
1	3
1	3
2	4
1	4
2	4
1	3
1	3
1	3
1	3
1	4
2	4
1	3
1	3
1	3
1	3
1	4
1	3
1	4
1	4
2	4
1	3
1	3
2	4
1	4
2	4
1	3
1	3
1	3
1	2
1	2
1	5
1	3
1	3
1	3
1	3
1	3
1	2
1	3
1	5
1	3
1	4
1	3
1	3
1	3
1	4
1	4
1	4
1	4
1	4
1	3
2	4
2	4
1	4
1	4
2	4
2	5
1	4
2	4
2	4
1	2
2	4
2	4
2	4
2	4
1	2
2	4
2	4
2	4
1	3
1	3
1	4
1	3
2	4
1	3
2	4
2	4
2	4
2	4
2	4
1	3
1	3
2	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	4
1	3
2	4
1	3
1	3
1	3
2	5
1	4
2	5
1	4
1	4
1	5
1	2
1	3
1	3
1	4
1	3
1	4
1	3
1	3
1	4
1	4
1	3
1	3
2	4
1	4
1	3
1	3
1	3
1	2
1	2
1	4
1	4
2	4
1	3
1	3
1	3
1	4
1	2
1	1
1	4
1	3
2	4
1	4
1	3
1	3
1	2
1	3
1	4
1	2
1	4
1	3
1	5
3	5
1	4
1	3
1	4
1	4
1	3
1	4
1	4
1	5
1	5
1	4
1	3
2	4
1	4
1	3
1	4
1	3
1	3
1	3
1	2
1	2
1	3
1	3
1	2
1	3
1	4
1	4
1	2
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
3	5
3	5
2	4
2	4
2	5
2	5
2	5
2	5
3	6
2	5
2	5
2	5
2	5
2	5
2	5
2	5
1	4
1	4
1	4
1	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	4
2	6
1	3
1	3
2	6
1	3
1	3
2	6
1	3
1	3
2	5
1	3
1	3
2	6
1	3
1	3
2	6
1	3
1	3
2	6
1	3
1	3
2	6
1	3
1	3
2	6
1	3
1	3
2	6
1	3
1	3
2	6
1	3
1	3
2	4
2	4
2	4
4	6
4	6
2	5
1	5
1	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	5
1	4
1	3
2	5
1	3
2	5
1	4
2	5
1	4
1	5
1	3
1	3
1	3
1	3
2	4
1	4
1	3
1	3
1	3
2	4
1	4
1	2
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
2	4
1	4
1	3
1	3
1	3
2	4
2	4
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
2	4
1	4
1	3
1	3
1	3
2	4
2	4
1	3
1	4
1	3
1	3
1	3
1	4
1	4
1	4
2	5
2	4
1	4
1	3
1	4
1	3
1	4
1	3
1	4
2	4
2	4
2	4
1	3
1	3
1	3
1	4
1	4
2	4
1	3
1	4
1	4
1	4
1	3
2	4
2	4
1	4
1	4
2	6
1	5
1	5
2	5
2	5
2	5
2	5
2	5
2	5
2	6
2	6
2	7
2	5
2	6
2	6
2	6
2	5
2	5
2	6
2	6
2	5
2	5
2	5
2	5
2	5
1	5
1	5
2	5
2	5
2	5
2	5
1	5
2	5
2	5
2	5
2	5
2	6
2	5
2	7
2	6
2	6
2	6
2	8
1	4
1	3
1	2
1	3
1	3
1	3
1	2
1	3
1	2
2	3
1	2
1	2
1	2
1	3
1	4
1	4
1	4
1	3
1	3
2	5
1	4
1	4
1	4
1	4
1	4
1	3
1	4
2	5
1	4
1	3
1	3
1	3
1	3
1	2
1	3
1	2
1	3
1	4
1	4
1	4
1	3
1	3
2	5
2	5
2	5
1	4
2	5
2	5
1	3
1	4
2	5
1	4
1	3
1	3
1	3
1	3
1	2
1	3
1	2
1	3
1	4
1	4
1	4
2	6
1	3
1	3
2	6
1	3
1	3
1	3
1	3
1	3
2	5
1	3
1	3
1	3
1	3
1	3
1	4
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	3
1	3
1	3
1	3
1	3
2	4
2	4
2	4
1	3
1	3
1	3
1	3
2	4
2	5
2	4
1	3
1	3
1	3
1	3
2	4
2	4
2	4
2	4
1	3
1	3
1	3
1	3
2	4
2	4
2	4
1	3
1	3
1	3
1	3
2	4
2	5
2	4
1	3
1	3
1	3
1	3
2	4
2	4
2	4
2	4
1	3
1	3
1	3
1	3
2	4
1	3
1	3
1	3
1	3
1	4
2	4
1	4
1	3
1	3
1	3
2	4
3	5
2	7
1	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	5
1	5
1	4
1	4
1	4
1	4
1	4
1	3
1	3
1	4
1	3
1	5
1	3
1	4
2	5
1	4
2	5
1	3
1	4
2	6
2	5
2	5
2	6
2	6
1	4
1	4
1	4
1	4
1	4
1	2
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	2
1	3
1	3
1	3
1	3
1	3
1	3
2	5
3	5
2	5
2	5
1	3
2	5
2	5
1	5
2	5
2	5
2	5
1	5
2	6
2	6
2	6
2	6
2	6
2	6
2	7
2	7
2	7
1	2
1	3
1	3
1	4
1	3
1	3
1	3
1	4
1	3
1	4
1	3
1	4
1	3
1	3
1	3
1	4
1	3
1	3
1	3
2	4
1	3
1	3
1	3
1	3
1	3
1	3
2	4
1	3
2	4
2	4
1	3
1	3
1	3
1	3
2	3
1	3
1	3
2	4
1	4
1	3
1	3
1	3
1	3
2	4
2	4
1	4
2	4
1	3
1	3
2	4
1	3
1	3
2	4
1	4
1	3
1	3
1	3
2	5
1	4
1	4
1	4
1	3
1	4
2	5
1	3
1	3
1	2
2	4
2	4
1	4
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	2
1	4
1	4
1	2
2	4
2	4
1	2
1	4
1	3
1	3
1	2
2	4
2	4
1	4
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	2
1	4
1	4
1	2
2	4
2	4
1	2
1	4
1	3
1	3
1	2
2	4
2	4
1	4
1	3
1	3
1	3
1	3
1	3
1	2
1	2
2	4
2	4
1	3
1	3
1	3
1	3
2	4
2	5
2	4
1	3
1	2
1	4
1	4
1	2
1	2
1	3
1	2
1	4
1	4
1	2
1	2
1	2
1	2
1	2
1	3
1	3
1	2
1	2
1	3
1	3
1	2
1	3
1	2
1	3
1	3
1	2
1	4
1	4
1	2
1	2
1	3
1	2
1	4
1	4
1	2
1	2
1	2
1	2
1	2
1	3
1	3
1	2
1	2
1	3
1	3
1	2
1	2
1	2
1	3
1	3
1	2
1	4
1	4
1	2
1	2
1	3
1	2
1	4
1	3
1	3
1	3
3	7
2	6
2	6
1	3
2	6
1	3
2	5
2	5
2	5
2	5
2	5
2	5
1	3
1	3
1	3
1	4
2	4
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	3
2	5
2	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	5
2	5
1	3
2	4
1	3
1	3
1	3
1	3
2	5
2	4
2	5
1	5
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	2
1	1
1	2
1	3
2	5
2	5
2	3
1	3
2	4
1	3
1	3
1	4
2	5
2	5
2	5
2	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
2	5
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	3
1	3
3	6
3	6
1	6
1	6
1	4
1	6
1	3
1	2
1	2
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	2
1	2
1	5
1	5
1	5
1	5
1	2
1	2
1	2
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	2
1	2
1	5
1	5
1	5
1	5
1	2
1	2
1	2
1	3
1	4
1	3
1	3
1	3
1	3
1	3
1	2
1	2
1	5
1	5
1	5
1	5
1	2
1	2
1	2
1	2
1	3
1	3
3	6
3	3
3	6
3	6
1	3
2	4
2	4
1	4
1	3
